#{"t_start": 1765075167.74503, "env_id": "highway-v0"}
r,l,t
53.437443,80,5097.812961
53.437443,80,5105.610994
55.215221,80,5112.972865
58.770777,80,5120.758268
58.770777,80,5128.608592
55.215221,80,5136.571907
56.992999,80,5144.438962
55.215221,80,5152.020989
53.437443,80,5160.032061
53.437443,80,5167.904572
53.437443,80,5175.751567
55.215221,80,5183.33244
53.437443,80,5190.803511
55.215221,80,5198.762357
56.992999,80,5206.658116
58.770777,80,5214.578354
53.437443,80,5222.058457
58.770777,80,5258.875734
56.992999,80,5266.374526
53.437443,80,5274.278222
53.437443,80,5282.449923
58.770777,80,5290.539636
56.992999,80,5298.120729
53.437443,80,5305.723015
53.437443,80,5313.729754
55.215221,80,5321.75261
53.437443,80,5329.730838
58.770777,80,5337.22218
53.437443,80,5344.889126
58.770777,80,5352.777989
58.770777,80,5360.822611
56.992999,80,5368.874561
55.215221,80,5376.560531
56.992999,80,5384.43051
53.437443,80,5392.456066
55.215221,80,5400.207625
55.215221,80,5407.816457
53.437443,80,5415.26124
53.437443,80,5423.192975
56.992999,80,5431.078069
55.215221,80,5439.05549
56.992999,80,5447.075302
56.992999,80,5487.62249
58.770777,80,5495.144183
55.215221,80,5502.853102
55.215221,80,5510.866929
56.992999,80,5518.751354
56.992999,80,5526.599527
56.992999,80,5534.144531
56.992999,80,5541.921492
58.770777,80,5549.867536
56.992999,80,5557.755852
53.437443,80,5565.402959
55.215221,80,5572.894558
53.437443,80,5580.808417
56.992999,80,5588.653386
53.437443,80,5596.610603
55.215221,80,5604.272226
55.215221,80,5611.903312
55.215221,80,5619.897344
53.437443,80,5627.755787
58.770777,80,5635.643263
53.437443,80,5643.243696
53.437443,80,5650.981828
56.992999,80,5658.908391
58.770777,80,5666.79664
58.770777,80,5674.707276
55.215221,80,5682.198899
53.437443,80,5718.753672
58.770777,80,5726.333422
58.770777,80,5734.171928
58.770777,80,5742.110897
53.437443,80,5750.075719
53.437443,80,5757.535096
55.215221,80,5765.262391
53.437443,80,5773.128227
53.437443,80,5780.917027
56.992999,80,5788.720975
53.437443,80,5796.234711
55.215221,80,5804.030372
56.992999,80,5812.037782
58.770777,80,5820.077225
55.215221,80,5827.873792
56.992999,80,5835.322768
28.770777,44,5839.58594
58.770777,80,5847.456859
58.770777,80,5855.341366
55.215221,80,5863.164759
55.215221,80,5870.673717
56.992999,80,5878.511513
53.437443,80,5886.485266
55.215221,80,5894.446314
55.215221,80,5902.144221
53.437443,80,5909.635061
58.770777,80,5946.817958
56.992999,80,5954.487163
53.437443,80,5962.388706
58.770777,80,5970.27435
53.437443,80,5978.151653
58.770777,80,5985.683036
53.437443,80,5993.403009
58.770777,80,6001.238351
56.992999,80,6009.114793
53.437443,80,6016.943152
53.437443,80,6024.422686
56.992999,80,6032.354997
58.770777,80,6040.334974
58.770777,80,6048.329299
56.992999,80,6055.794667
18.770777,29,6058.519462
58.770777,80,6066.222249
55.215221,80,6074.225288
56.992999,80,6082.097494
58.770777,80,6089.860398
53.437443,80,6097.471459
55.215221,80,6105.386824
56.992999,80,6113.186473
55.215221,80,6121.112488
55.215221,80,6128.714276
56.992999,80,6136.449754
53.437443,80,6173.661189
58.770777,80,6181.432903
56.992999,80,6189.370542
58.770777,80,6197.300565
55.215221,80,6205.119068
53.437443,80,6212.635626
58.770777,80,6220.572064
56.992999,80,6228.502451
58.770777,80,6236.315212
55.215221,80,6243.859982
58.770777,80,6251.410087
53.437443,80,6259.378166
